INFO      ::     INPUT       Input schedule: [(400, 'T'), (600, 'h'), (680, 'i'), (750, 's'), (900, ' '), (1000, 'i'), (1100, 's'), (1150, ' '), (1200, 'a'), (1230, ' '), (1500, 'w'), (1600, 'a'), (2000, 'y'), (2200, '\x00')]
DEBUG     ::     SYSTEM      ControlUnit: time=454, instructions executed=105, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=458, instructions executed=106, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=462, instructions executed=107, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=466, instructions executed=108, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=470, instructions executed=109, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=474, instructions executed=110, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=478, instructions executed=111, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=482, instructions executed=112, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=486, instructions executed=113, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=490, instructions executed=114, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=494, instructions executed=115, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=498, instructions executed=116, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=502, instructions executed=117, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=506, instructions executed=118, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=510, instructions executed=119, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=514, instructions executed=120, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=518, instructions executed=121, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=522, instructions executed=122, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=526, instructions executed=123, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=530, instructions executed=124, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=534, instructions executed=125, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=538, instructions executed=126, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=542, instructions executed=127, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=546, instructions executed=128, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=550, instructions executed=129, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=554, instructions executed=130, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=558, instructions executed=131, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=562, instructions executed=132, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=566, instructions executed=133, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=570, instructions executed=134, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=574, instructions executed=135, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=578, instructions executed=136, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=582, instructions executed=137, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=586, instructions executed=138, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=590, instructions executed=139, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=594, instructions executed=140, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=598, instructions executed=141, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 1 interruptions
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=607, instructions executed=142, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [104]
DEBUG     ::     SYSTEM      ControlUnit: time=611, instructions executed=142, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [104, 104]
DEBUG     ::     SYSTEM      ControlUnit: time=615, instructions executed=142, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [104, 104, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=618, instructions executed=142, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 104 and 0
DEBUG     ::     SYSTEM      Data stack: [104]
DEBUG     ::     SYSTEM      ControlUnit: time=623, instructions executed=142, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [104]
DEBUG     ::     SYSTEM      ControlUnit: time=626, instructions executed=142, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=631, instructions executed=142, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=634, instructions executed=142, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=638, instructions executed=143, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=642, instructions executed=144, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=646, instructions executed=145, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=650, instructions executed=146, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=654, instructions executed=147, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=658, instructions executed=148, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=662, instructions executed=149, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=666, instructions executed=150, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=670, instructions executed=151, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=674, instructions executed=152, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=678, instructions executed=153, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 1 interruptions
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=687, instructions executed=154, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [105]
DEBUG     ::     SYSTEM      ControlUnit: time=691, instructions executed=154, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [105, 105]
DEBUG     ::     SYSTEM      ControlUnit: time=695, instructions executed=154, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [105, 105, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=698, instructions executed=154, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 105 and 0
DEBUG     ::     SYSTEM      Data stack: [105]
DEBUG     ::     SYSTEM      ControlUnit: time=703, instructions executed=154, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [105]
DEBUG     ::     SYSTEM      ControlUnit: time=706, instructions executed=154, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=711, instructions executed=154, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=714, instructions executed=154, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=718, instructions executed=155, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=722, instructions executed=156, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=726, instructions executed=157, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=730, instructions executed=158, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=734, instructions executed=159, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=738, instructions executed=160, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=742, instructions executed=161, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=746, instructions executed=162, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=750, instructions executed=163, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 1 interruptions
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=759, instructions executed=164, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [115]
DEBUG     ::     SYSTEM      ControlUnit: time=763, instructions executed=164, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [115, 115]
DEBUG     ::     SYSTEM      ControlUnit: time=767, instructions executed=164, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [115, 115, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=770, instructions executed=164, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 115 and 0
DEBUG     ::     SYSTEM      Data stack: [115]
DEBUG     ::     SYSTEM      ControlUnit: time=775, instructions executed=164, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [115]
DEBUG     ::     SYSTEM      ControlUnit: time=778, instructions executed=164, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=783, instructions executed=164, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=786, instructions executed=164, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=790, instructions executed=165, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=794, instructions executed=166, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=798, instructions executed=167, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=802, instructions executed=168, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=806, instructions executed=169, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=810, instructions executed=170, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=814, instructions executed=171, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=818, instructions executed=172, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=822, instructions executed=173, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=826, instructions executed=174, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=830, instructions executed=175, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=834, instructions executed=176, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=838, instructions executed=177, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=842, instructions executed=178, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=846, instructions executed=179, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=850, instructions executed=180, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=854, instructions executed=181, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=858, instructions executed=182, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=862, instructions executed=183, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=866, instructions executed=184, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=870, instructions executed=185, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=874, instructions executed=186, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=878, instructions executed=187, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=882, instructions executed=188, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=886, instructions executed=189, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=890, instructions executed=190, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=894, instructions executed=191, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=898, instructions executed=192, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 1 interruptions
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=907, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [32]
DEBUG     ::     SYSTEM      ControlUnit: time=911, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [32, 32]
DEBUG     ::     SYSTEM      ControlUnit: time=915, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [32, 32, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=918, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 32 and 0
DEBUG     ::     SYSTEM      Data stack: [32]
DEBUG     ::     SYSTEM      ControlUnit: time=923, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [32]
DEBUG     ::     SYSTEM      ControlUnit: time=926, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=931, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=934, instructions executed=193, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=938, instructions executed=194, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=942, instructions executed=195, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=946, instructions executed=196, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=950, instructions executed=197, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=954, instructions executed=198, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=958, instructions executed=199, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=962, instructions executed=200, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Have 0 interruptions
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=966, instructions executed=201, interruption = False
